interaction_id,message_id,customer_id,interaction_ts,action_type,device_type,landing_page_domain
I911563,M712113,C100157,2025-12-12 06:14:57,opened,mobile,
I911564,M712113,C100157,2025-12-12 06:16:57,reported_as_phish,web,
I911565,M712114,C100307,2025-12-01 15:49:09,opened,both,
I911566,M712114,C100307,2025-12-01 15:53:09,clicked_link,web,spoof-shophub-login.com
I911567,M712116,C100975,2025-12-08 07:11:49,ignored,mobile,
I911568,M712117,C100687,2025-11-26 23:31:14,opened,mobile,
I911569,M712118,C100474,2025-11-04 22:55:55,ignored,web,
I911570,M712119,C100581,2025-12-05 01:31:58,opened,both,legit_shophub.com
I911571,M712120,C100322,2025-11-27 07:04:11,ignored,both,
I911572,M712122,C100842,2025-12-08 22:36:19,ignored,mobile,
I911573,M712123,C100108,2025-11-15 02:09:57,opened,mobile,
I911574,M712123,C100108,2025-11-15 02:12:57,clicked_link,web,spoof-shophub-login.com
I911575,M712126,C100122,2025-11-28 22:57:55,opened,both,
I911576,M712127,C100493,2025-12-10 22:30:04,opened,both,
I911577,M712128,C100879,2025-12-04 01:57:38,ignored,both,
I911578,M712129,C100805,2025-12-02 12:38:06,ignored,both,
I911579,M712132,C100492,2025-12-15 19:23:05,opened,mobile,legit_shophub.com
I911580,M712134,C100382,2025-12-12 07:17:14,ignored,mobile,
I911581,M712135,C100905,2025-11-25 16:10:24,ignored,web,
I911582,M712136,C100689,2025-11-09 06:46:39,ignored,mobile,
I911583,M712137,C100786,2025-12-10 22:57:33,opened,web,legit_shophub.com
I911584,M712138,C100570,2025-11-24 07:08:26,opened,web,
I911585,M712139,C100363,2025-12-11 17:00:56,opened,both,
I911586,M712140,C100008,2025-11-24 01:09:03,opened,mobile,
I911587,M712142,C100144,2025-12-02 17:51:39,opened,web,
I911588,M712142,C100144,2025-12-02 17:54:39,clicked_link,mobile,spoof-shophub-login.com
I911589,M712143,C100286,2025-11-25 17:01:05,opened,mobile,
I911590,M712144,C100156,2025-12-12 15:38:47,opened,both,
I911591,M712146,C100505,2025-12-07 19:15:33,ignored,mobile,
I911592,M712147,C100271,2025-10-25 14:58:36,ignored,both,
I911593,M712149,C100691,2025-11-19 11:18:45,opened,both,
I911594,M712150,C100187,2025-11-29 10:50:59,opened,both,
I911595,M712151,C100650,2025-11-27 06:11:23,opened,both,
I911596,M712152,C100026,2025-11-23 21:31:42,opened,web,
I911597,M712153,C100692,2025-11-24 15:50:13,opened,web,
I911598,M712155,C100895,2025-12-01 18:48:09,opened,web,
I911599,M712156,C100789,2025-12-14 20:40:58,opened,web,
I911600,M712157,C100956,2025-10-23 23:45:28,opened,mobile,
I911601,M712158,C100933,2025-11-10 04:55:10,opened,both,
I911602,M712159,C100001,2025-12-13 04:25:10,opened,web,
I911603,M712159,C100001,2025-12-13 04:30:10,reported_as_phish,both,
I911604,M712160,C100182,2025-12-01 16:22:09,ignored,mobile,
I911605,M712161,C100286,2025-12-11 22:27:38,opened,web,
I911606,M712164,C100517,2025-12-15 03:14:04,opened,web,
I911607,M712166,C100191,2025-12-05 09:39:07,opened,web,
I911608,M712166,C100191,2025-12-05 09:43:07,reported_as_phish,mobile,
I911609,M712167,C100032,2025-12-04 10:43:10,opened,both,
I911610,M712168,C100712,2025-11-26 23:44:13,opened,mobile,
I911611,M712169,C100680,2025-11-28 20:43:53,opened,mobile,legit_shophub.com
I911612,M712170,C100894,2025-10-16 21:28:14,ignored,mobile,
I911613,M712172,C100383,2025-11-09 12:44:58,opened,mobile,
I911614,M712173,C100862,2025-11-21 09:05:00,opened,mobile,
I911615,M712175,C100688,2025-11-15 21:45:33,opened,mobile,legit_shophub.com
I911616,M712177,C100682,2025-11-06 21:37:13,opened,web,
I911617,M712178,C100624,2025-10-28 09:02:05,reported_as_phish,mobile,
I911618,M712179,C100437,2025-11-20 19:56:48,opened,both,
I911619,M712180,C100645,2025-12-10 12:18:39,ignored,web,
I911620,M712181,C100778,2025-11-24 19:11:06,opened,mobile,
I911621,M712182,C100288,2025-12-08 03:44:54,opened,web,
I911622,M712182,C100288,2025-12-08 03:44:54,reported_as_phish,mobile,
I911623,M712184,C100858,2025-12-14 21:12:11,opened,mobile,
I911624,M712185,C100890,2025-11-18 16:57:09,reported_as_phish,both,
I911625,M712186,C100116,2025-11-16 05:40:08,ignored,mobile,
I911626,M712187,C100781,2025-10-15 13:25:31,opened,both,
I911627,M712188,C100589,2025-12-11 11:25:09,reported_as_phish,web,
I911628,M712189,C100834,2025-12-08 10:21:35,opened,web,
I911629,M712189,C100834,2025-12-08 10:25:35,clicked_link,web,spoof-shophub-login.com
I911630,M712190,C100723,2025-11-20 17:22:27,opened,web,
I911631,M712190,C100723,2025-11-20 17:25:27,clicked_link,web,support-shophub-check.com
I911632,M712191,C100586,2025-11-10 21:55:44,opened,both,
I911633,M712192,C100356,2025-12-13 20:19:43,ignored,both,
I911634,M712193,C100675,2025-11-24 01:47:13,opened,mobile,
I911635,M712194,C100247,2025-10-31 04:32:05,opened,mobile,legit_shophub.com
I911636,M712195,C100657,2025-12-03 21:34:20,opened,web,
I911637,M712198,C100849,2025-11-25 22:31:50,opened,web,
I911638,M712199,C100660,2025-11-30 08:14:34,ignored,mobile,
I911639,M712201,C100282,2025-11-30 11:25:02,opened,web,
I911640,M712201,C100282,2025-11-30 11:30:02,reported_as_phish,both,
I911641,M712202,C100830,2025-10-15 10:29:54,ignored,mobile,
I911642,M712203,C100170,2025-12-12 06:15:34,opened,both,
I911643,M712204,C100720,2025-12-03 07:24:10,opened,web,
I911644,M712207,C100910,2025-12-08 05:33:31,ignored,both,
I911645,M712208,C100127,2025-10-16 15:37:08,ignored,mobile,
I911646,M712209,C100235,2025-11-29 18:14:35,ignored,mobile,
I911647,M712210,C100330,2025-12-15 18:27:57,ignored,mobile,
I911648,M712211,C100911,2025-12-14 06:21:12,opened,mobile,
I911649,M712212,C100833,2025-12-14 23:52:36,ignored,both,
I911650,M712213,C100250,2025-11-09 02:39:00,opened,web,legit_shophub.com
I911651,M712214,C100909,2025-12-14 04:38:54,opened,mobile,
I911652,M712215,C100563,2025-10-30 11:52:41,ignored,mobile,
I911653,M712217,C100031,2025-12-10 21:52:44,opened,mobile,
I911654,M712217,C100031,2025-12-10 21:54:44,reported_as_phish,both,
I911655,M712219,C100111,2025-12-07 20:00:54,opened,both,
I911656,M712220,C100497,2025-11-20 22:16:43,ignored,both,
I911657,M712221,C100738,2025-12-11 22:57:16,opened,mobile,legit_shophub.com
I911658,M712223,C100141,2025-11-07 22:14:39,opened,mobile,legit_shophub.com
I911659,M712224,C100934,2025-11-03 23:30:07,ignored,mobile,
I911660,M712225,C100081,2025-12-03 16:59:10,ignored,both,
I911661,M712227,C100935,2025-11-10 04:41:55,opened,mobile,
I911662,M712228,C100683,2025-12-13 14:45:28,opened,both,
I911663,M712229,C100777,2025-11-16 22:53:34,opened,mobile,
I911664,M712229,C100777,2025-11-16 22:53:34,clicked_link,web,support-shophub-check.com
I911665,M712230,C100343,2025-12-08 20:35:37,ignored,mobile,
I911666,M712231,C100525,2025-11-26 22:51:40,opened,mobile,
I911667,M712232,C100158,2025-11-26 13:46:15,opened,both,
I911668,M712234,C100071,2025-10-27 14:04:04,opened,mobile,
I911669,M712234,C100071,2025-10-27 14:07:04,clicked_link,mobile,spoof-shophub-login.com
I911670,M712235,C100912,2025-12-12 08:43:37,opened,web,
I911671,M712235,C100912,2025-12-12 08:46:37,clicked_link,mobile,spoof-shophub-login.com
I911672,M712236,C100560,2025-10-15 07:10:07,ignored,mobile,
I911673,M712237,C100177,2025-10-23 05:43:36,opened,web,legit_shophub.com
I911674,M712239,C100538,2025-12-10 18:34:27,opened,mobile,
I911675,M712240,C100863,2025-11-01 07:28:52,opened,mobile,
I911676,M712240,C100863,2025-11-01 07:32:52,clicked_link,both,shophub-secure-verify.net
I911677,M712242,C100530,2025-11-30 03:10:09,opened,both,
I911678,M712243,C100454,2025-11-30 20:11:16,opened,both,
I911679,M712244,C100303,2025-11-28 20:13:32,opened,mobile,
I911680,M712246,C100863,2025-10-28 03:51:45,opened,mobile,
I911681,M712246,C100863,2025-10-28 03:51:45,clicked_link,web,support-shophub-check.com
I911682,M712247,C100224,2025-11-22 10:28:53,opened,both,
I911683,M712247,C100224,2025-11-22 10:29:53,clicked_link,both,spoof-shophub-login.com
I911684,M712248,C100687,2025-11-12 09:00:46,opened,web,
I911685,M712249,C100210,2025-11-13 23:24:51,opened,mobile,
I911686,M712250,C100663,2025-11-27 03:54:10,opened,web,legit_shophub.com
I911687,M712252,C100315,2025-12-07 06:37:19,opened,mobile,
I911688,M712252,C100315,2025-12-07 06:38:19,reported_as_phish,web,
I911689,M712253,C100135,2025-12-07 05:23:07,opened,web,
I911690,M712253,C100135,2025-12-07 05:25:07,clicked_link,both,shophub-secure-verify.net
I911691,M712254,C100136,2025-12-01 05:26:00,opened,both,
I911692,M712256,C100705,2025-11-26 19:10:33,opened,web,
I911693,M712257,C100398,2025-11-19 11:10:31,ignored,mobile,
I911694,M712258,C100630,2025-11-15 17:02:05,opened,mobile,
I911695,M712259,C100599,2025-11-10 06:22:50,opened,mobile,
I911696,M712260,C100985,2025-11-24 11:07:06,ignored,mobile,
I911697,M712261,C100239,2025-11-26 12:22:17,opened,both,
I911698,M712262,C100148,2025-11-25 14:03:34,ignored,both,
I911699,M712263,C100304,2025-10-16 06:23:15,opened,mobile,
I911700,M712265,C100253,2025-12-13 06:27:52,opened,both,
I911701,M712266,C100728,2025-12-04 09:31:22,opened,mobile,
I911702,M712267,C100412,2025-11-07 06:26:43,opened,web,
I911703,M712268,C100175,2025-11-02 09:48:07,opened,web,
I911704,M712269,C100865,2025-12-09 05:37:31,opened,mobile,
I911705,M712270,C100433,2025-11-28 10:43:52,opened,both,
I911706,M712272,C100887,2025-11-11 06:53:39,ignored,web,
I911707,M712273,C100586,2025-10-27 11:33:51,opened,web,
I911708,M712273,C100586,2025-10-27 11:35:51,clicked_link,both,support-shophub-check.com
I911709,M712274,C100254,2025-11-04 21:15:30,reported_as_phish,web,
I911710,M712275,C100499,2025-11-14 10:03:00,opened,web,
I911711,M712275,C100499,2025-11-14 10:09:00,clicked_link,web,shophub-secure-verify.net
I911712,M712275,C100499,2025-11-14 10:11:00,entered_credentials,both,support-shophub-check.com
I911713,M712276,C100666,2025-12-15 07:59:35,ignored,mobile,
I911714,M712277,C100565,2025-11-28 13:40:40,opened,web,
I911715,M712278,C100283,2025-10-27 20:30:51,ignored,web,
I911716,M712279,C100638,2025-11-10 11:28:45,opened,mobile,
I911717,M712280,C100808,2025-10-28 20:22:23,ignored,mobile,
I911718,M712283,C100617,2025-12-03 02:13:47,opened,both,
I911719,M712284,C100184,2025-10-29 12:13:33,opened,web,
I911720,M712285,C100181,2025-12-07 23:12:59,ignored,web,
I911721,M712286,C100976,2025-11-06 12:28:33,opened,mobile,legit_shophub.com
I911722,M712289,C100330,2025-11-23 16:33:01,opened,both,
I911723,M712290,C100289,2025-11-26 21:39:03,opened,mobile,
I911724,M712291,C100479,2025-11-05 17:28:21,reported_as_phish,mobile,
I911725,M712293,C100290,2025-11-24 09:10:51,opened,web,
I911726,M712293,C100290,2025-11-24 09:12:51,reported_as_phish,web,
I911727,M712294,C100178,2025-11-05 00:58:06,opened,web,
I911728,M712295,C100821,2025-10-22 12:31:45,opened,both,
I911729,M712296,C100015,2025-11-07 07:41:08,opened,web,
I911730,M712297,C100895,2025-12-09 16:07:10,opened,mobile,
I911731,M712297,C100895,2025-12-09 16:09:10,clicked_link,web,spoof-shophub-login.com
I911732,M712298,C100213,2025-10-15 10:19:08,opened,mobile,
I911733,M712299,C100955,2025-12-14 17:30:49,opened,mobile,
I911734,M712300,C100968,2025-11-02 11:46:45,ignored,mobile,
I911735,M712301,C100543,2025-11-22 11:41:43,ignored,both,
I911736,M712303,C100537,2025-11-06 11:20:37,ignored,mobile,
I911737,M712304,C100694,2025-10-28 10:20:56,opened,web,
I911738,M712304,C100694,2025-10-28 10:23:56,reported_as_phish,mobile,
I911739,M712305,C100087,2025-11-29 04:33:29,opened,web,
I911740,M712306,C100131,2025-10-16 04:50:13,opened,mobile,
I911741,M712307,C100944,2025-11-23 17:30:41,ignored,mobile,
I911742,M712308,C100124,2025-12-11 22:22:49,opened,mobile,
I911743,M712309,C100024,2025-11-29 10:26:09,reported_as_phish,mobile,
I911744,M712311,C100007,2025-12-11 22:46:26,opened,mobile,
I911745,M712312,C100671,2025-11-28 06:48:54,opened,web,
I911746,M712314,C100885,2025-11-09 20:33:13,opened,mobile,
I911747,M712315,C100664,2025-12-13 14:54:31,opened,both,
I911748,M712315,C100664,2025-12-13 14:57:31,clicked_link,both,spoof-shophub-login.com
I911749,M712316,C100991,2025-12-03 12:41:32,opened,web,
I911750,M712317,C100123,2025-11-26 11:38:34,opened,both,
I911751,M712317,C100123,2025-11-26 11:43:34,clicked_link,mobile,support-shophub-check.com
I911752,M712318,C100643,2025-11-27 02:20:57,opened,web,
I911753,M712319,C100471,2025-11-25 21:39:36,opened,mobile,
I911754,M712320,C100227,2025-10-23 00:51:11,ignored,both,
I911755,M712322,C100431,2025-11-01 11:54:05,opened,web,
I911756,M712323,C100093,2025-11-09 09:04:10,ignored,mobile,
I911757,M712324,C100152,2025-11-29 14:08:51,ignored,mobile,
I911758,M712325,C100387,2025-11-26 16:52:20,opened,mobile,
I911759,M712326,C100337,2025-10-26 08:59:32,reported_as_phish,mobile,
I911760,M712327,C100221,2025-10-27 11:11:13,opened,mobile,legit_shophub.com
I911761,M712328,C100757,2025-12-11 02:35:19,ignored,web,
I911762,M712329,C100610,2025-11-04 06:18:42,opened,mobile,legit_shophub.com
I911763,M712330,C100274,2025-12-15 14:45:04,ignored,both,
I911764,M712331,C100321,2025-10-31 08:36:42,opened,both,
I911765,M712332,C100326,2025-11-03 03:55:06,ignored,mobile,
I911766,M712334,C100733,2025-11-28 02:14:23,opened,mobile,legit_shophub.com
I911767,M712335,C100447,2025-10-24 02:40:40,ignored,both,
I911768,M712337,C100970,2025-11-26 05:04:58,opened,web,
I911769,M712338,C100481,2025-12-12 10:22:59,opened,web,
I911770,M712339,C100143,2025-10-25 22:38:02,opened,both,
I911771,M712340,C100166,2025-11-17 10:04:16,opened,both,
I911772,M712341,C100789,2025-11-28 03:03:06,opened,mobile,
I911773,M712343,C100533,2025-12-10 20:11:18,opened,web,
I911774,M712345,C100323,2025-11-27 13:03:39,opened,web,
I911775,M712346,C100503,2025-11-03 09:59:07,ignored,mobile,
I911776,M712348,C100035,2025-11-06 20:35:27,opened,mobile,
I911777,M712348,C100035,2025-11-06 20:38:27,clicked_link,mobile,support-shophub-check.com
I911778,M712349,C100944,2025-11-15 00:20:47,opened,mobile,
I911779,M712351,C100243,2025-11-13 00:49:13,opened,mobile,
I911780,M712352,C100455,2025-11-06 02:26:42,opened,mobile,
I911781,M712353,C100097,2025-11-10 19:15:55,reported_as_phish,web,
I911782,M712355,C100417,2025-11-10 17:29:59,opened,mobile,
I911783,M712356,C100024,2025-11-26 12:32:14,opened,mobile,
I911784,M712357,C100475,2025-10-29 13:10:22,opened,both,
I911785,M712358,C100344,2025-12-13 17:49:42,opened,both,
I911786,M712360,C100706,2025-12-07 03:39:50,opened,mobile,legit_shophub.com
I911787,M712361,C100171,2025-10-31 11:59:12,opened,mobile,
I911788,M712363,C100823,2025-11-20 21:03:17,opened,mobile,
I911789,M712366,C100639,2025-12-14 04:21:57,opened,web,
I911790,M712367,C100921,2025-12-11 03:27:23,opened,mobile,
I911791,M712368,C100688,2025-10-26 10:54:48,opened,mobile,
I911792,M712368,C100688,2025-10-26 10:57:48,clicked_link,both,support-shophub-check.com
I911793,M712369,C100311,2025-12-08 02:40:02,opened,mobile,
I911794,M712369,C100311,2025-12-08 02:45:02,reported_as_phish,both,
I911795,M712371,C100724,2025-11-15 19:52:35,opened,web,legit_shophub.com
I911796,M712372,C100568,2025-12-05 17:05:14,opened,web,
I911797,M712372,C100568,2025-12-05 17:10:14,reported_as_phish,both,
I911798,M712373,C100583,2025-11-25 13:39:37,opened,both,
I911799,M712373,C100583,2025-11-25 13:42:37,clicked_link,mobile,support-shophub-check.com
I911800,M712374,C100612,2025-11-07 19:00:20,opened,web,legit_shophub.com
I911801,M712377,C100367,2025-11-29 21:51:41,ignored,web,
I911802,M712378,C100728,2025-11-28 23:50:33,reported_as_phish,both,
I911803,M712379,C100391,2025-12-12 08:17:22,ignored,mobile,
I911804,M712380,C100217,2025-11-02 03:37:00,ignored,mobile,
I911805,M712382,C100497,2025-11-18 15:10:41,opened,both,
I911806,M712383,C100990,2025-12-13 15:05:06,opened,mobile,
I911807,M712384,C100495,2025-11-20 05:09:14,opened,mobile,
I911808,M712385,C100426,2025-11-02 07:29:09,opened,web,
I911809,M712385,C100426,2025-11-02 07:32:09,clicked_link,web,shophub-secure-verify.net
I911810,M712387,C100063,2025-11-30 14:27:10,opened,mobile,
I911811,M712389,C100888,2025-11-25 02:07:22,opened,both,
I911812,M712390,C100657,2025-10-23 18:08:06,opened,web,legit_shophub.com
I911813,M712391,C100697,2025-11-16 03:21:53,reported_as_phish,mobile,
I911814,M712392,C100476,2025-12-06 22:45:11,opened,web,
I911815,M712392,C100476,2025-12-06 22:49:11,clicked_link,mobile,spoof-shophub-login.com
I911816,M712393,C100555,2025-12-15 18:16:39,ignored,mobile,
I911817,M712395,C100747,2025-11-19 15:54:14,opened,mobile,legit_shophub.com
I911818,M712397,C100883,2025-11-27 08:44:33,opened,mobile,
I911819,M712397,C100883,2025-11-27 08:44:33,clicked_link,web,spoof-shophub-login.com
I911820,M712398,C100997,2025-10-27 16:13:22,ignored,both,
I911821,M712400,C100714,2025-11-22 18:49:12,opened,web,
I911822,M712400,C100714,2025-11-22 18:55:12,clicked_link,both,shophub-secure-verify.net
I911823,M712402,C100873,2025-12-07 12:58:23,ignored,mobile,
I911824,M712404,C100290,2025-11-27 16:49:46,opened,mobile,
I911825,M712405,C100033,2025-12-07 21:00:17,ignored,both,
I911826,M712407,C100438,2025-11-30 04:29:34,opened,mobile,
I911827,M712408,C100757,2025-11-12 19:01:08,opened,mobile,
I911828,M712410,C100674,2025-11-04 08:28:24,opened,mobile,
I911829,M712411,C100260,2025-10-27 16:53:26,opened,both,
I911830,M712412,C100091,2025-12-02 11:49:17,ignored,mobile,
I911831,M712413,C100043,2025-12-11 06:24:00,opened,web,legit_shophub.com
I911832,M712414,C100345,2025-11-23 18:10:57,opened,mobile,
I911833,M712414,C100345,2025-11-23 18:13:57,reported_as_phish,mobile,
I911834,M712415,C100434,2025-11-07 08:24:20,ignored,mobile,
I911835,M712416,C100337,2025-11-25 15:40:03,opened,mobile,
I911836,M712416,C100337,2025-11-25 15:45:03,clicked_link,both,shophub-secure-verify.net
I911837,M712418,C100005,2025-11-27 12:58:23,opened,web,
I911838,M712419,C100508,2025-11-12 22:26:57,opened,both,legit_shophub.com
I911839,M712420,C100929,2025-11-15 21:51:19,opened,web,
I911840,M712421,C100817,2025-11-07 22:34:33,opened,mobile,
I911841,M712422,C100690,2025-11-01 05:19:22,reported_as_phish,mobile,
I911842,M712423,C100685,2025-11-27 11:21:02,opened,mobile,
I911843,M712424,C100444,2025-10-25 08:07:39,opened,web,
I911844,M712424,C100444,2025-10-25 08:08:39,clicked_link,mobile,spoof-shophub-login.com
I911845,M712425,C100697,2025-11-05 15:46:16,opened,mobile,
I911846,M712425,C100697,2025-11-05 15:48:16,reported_as_phish,mobile,
I911847,M712427,C100349,2025-10-17 07:39:39,opened,mobile,
I911848,M712428,C100446,2025-12-10 05:34:29,opened,mobile,
I911849,M712429,C100661,2025-12-10 22:37:01,opened,both,
I911850,M712431,C100387,2025-11-26 03:22:50,ignored,mobile,
I911851,M712432,C100471,2025-10-18 14:03:21,reported_as_phish,mobile,
I911852,M712433,C100241,2025-11-24 19:38:37,opened,both,
I911853,M712434,C100734,2025-10-25 21:05:27,reported_as_phish,both,
I911854,M712435,C100484,2025-11-30 12:46:49,ignored,mobile,
I911855,M712437,C100991,2025-12-07 19:11:51,opened,web,
I911856,M712437,C100991,2025-12-07 19:13:51,reported_as_phish,mobile,
I911857,M712438,C100413,2025-11-24 07:38:23,opened,web,
I911858,M712439,C100354,2025-12-02 09:29:37,opened,web,legit_shophub.com
I911859,M712440,C100825,2025-11-05 21:36:30,opened,both,legit_shophub.com
I911860,M712441,C100775,2025-11-26 11:43:03,opened,mobile,
I911861,M712442,C100871,2025-11-27 22:54:22,ignored,mobile,
I911862,M712444,C100936,2025-11-17 04:49:24,ignored,both,
I911863,M712445,C100765,2025-11-03 07:20:06,opened,both,
I911864,M712445,C100765,2025-11-03 07:25:06,clicked_link,web,spoof-shophub-login.com
I911865,M712448,C100294,2025-11-11 11:49:30,opened,mobile,
I911866,M712449,C100641,2025-11-01 15:49:43,opened,both,legit_shophub.com
I911867,M712450,C100401,2025-11-30 03:50:36,opened,mobile,legit_shophub.com
I911868,M712455,C100376,2025-11-29 01:31:18,reported_as_phish,web,
I911869,M712456,C100270,2025-11-06 23:53:28,opened,mobile,
I911870,M712457,C100617,2025-11-29 04:15:33,ignored,both,
I911871,M712458,C100564,2025-11-30 02:43:02,opened,mobile,
I911872,M712458,C100564,2025-11-30 02:46:02,clicked_link,mobile,spoof-shophub-login.com
I911873,M712459,C100323,2025-11-28 03:05:41,ignored,both,
I911874,M712460,C100660,2025-12-13 02:32:42,opened,both,legit_shophub.com
I911875,M712461,C100409,2025-11-02 04:30:23,ignored,mobile,
I911876,M712463,C100738,2025-12-14 05:40:52,opened,mobile,
I911877,M712464,C100619,2025-11-29 11:02:48,ignored,mobile,
I911878,M712467,C100220,2025-11-19 09:31:05,opened,mobile,
I911879,M712468,C100369,2025-11-30 11:26:04,opened,mobile,
I911880,M712468,C100369,2025-11-30 11:28:04,clicked_link,mobile,shophub-secure-verify.net
I911881,M712469,C100026,2025-11-22 22:03:24,opened,mobile,
I911882,M712471,C100176,2025-11-27 07:49:37,ignored,mobile,
I911883,M712472,C100737,2025-12-02 05:57:05,opened,mobile,
I911884,M712473,C100267,2025-10-31 07:26:05,ignored,both,
I911885,M712474,C100565,2025-12-15 05:31:46,opened,both,
I911886,M712474,C100565,2025-12-15 05:32:46,clicked_link,web,spoof-shophub-login.com
I911887,M712475,C100688,2025-11-25 16:40:57,ignored,mobile,
I911888,M712476,C100434,2025-11-18 07:23:59,ignored,mobile,
I911889,M712479,C100232,2025-11-13 05:26:51,ignored,web,
I911890,M712482,C100243,2025-12-02 21:45:27,ignored,both,
I911891,M712483,C100769,2025-12-10 19:24:08,opened,both,
I911892,M712484,C100984,2025-10-24 19:49:55,reported_as_phish,web,
I911893,M712485,C100326,2025-11-14 23:57:19,opened,both,
I911894,M712485,C100326,2025-11-15 00:00:19,reported_as_phish,both,
I911895,M712486,C100202,2025-11-12 19:22:04,opened,mobile,
I911896,M712489,C100984,2025-12-03 20:34:53,opened,mobile,
I911897,M712490,C100105,2025-11-02 18:38:17,opened,web,
I911898,M712491,C100055,2025-11-13 15:55:12,opened,web,
I911899,M712492,C100764,2025-11-25 06:28:21,opened,both,
I911900,M712494,C100052,2025-11-07 07:42:22,reported_as_phish,mobile,
I911901,M712496,C100740,2025-11-03 22:19:49,opened,web,
I911902,M712497,C100148,2025-11-03 04:26:26,opened,both,
I911903,M712498,C100373,2025-10-18 15:00:25,reported_as_phish,mobile,
I911904,M712499,C100581,2025-11-23 04:16:18,opened,web,
I911905,M712500,C100971,2025-10-19 22:00:16,opened,both,
I911906,M712500,C100971,2025-10-19 22:03:16,clicked_link,both,support-shophub-check.com
I911907,M712501,C100634,2025-10-25 11:14:38,ignored,web,
I911908,M712502,C100654,2025-11-10 11:58:36,opened,mobile,legit_shophub.com
I911909,M712505,C100772,2025-12-10 06:43:29,ignored,both,
I911910,M712506,C100579,2025-11-13 06:31:07,opened,mobile,
I911911,M712507,C100905,2025-11-15 14:39:56,opened,both,
I911912,M712508,C100192,2025-11-06 21:34:11,opened,mobile,
I911913,M712509,C100372,2025-12-08 16:48:14,opened,both,
I911914,M712510,C100750,2025-11-01 05:23:04,opened,web,
I911915,M712510,C100750,2025-11-01 05:25:04,reported_as_phish,mobile,
I911916,M712511,C100728,2025-11-22 16:30:39,opened,web,
I911917,M712512,C100546,2025-11-20 17:33:09,opened,web,
I911918,M712512,C100546,2025-11-20 17:35:09,clicked_link,both,support-shophub-check.com
I911919,M712513,C100885,2025-12-09 00:41:43,opened,mobile,
I911920,M712513,C100885,2025-12-09 00:42:43,reported_as_phish,web,
I911921,M712514,C100916,2025-11-25 06:57:38,ignored,mobile,
I911922,M712516,C100875,2025-11-06 16:00:04,opened,mobile,
I911923,M712517,C100396,2025-11-24 09:49:09,opened,web,
I911924,M712518,C100635,2025-11-17 05:54:09,ignored,both,
I911925,M712519,C100439,2025-12-14 20:05:53,opened,mobile,
I911926,M712520,C100311,2025-11-26 22:46:35,opened,mobile,
I911927,M712521,C100206,2025-11-13 18:49:18,opened,web,legit_shophub.com
I911928,M712522,C100184,2025-11-27 00:38:56,opened,mobile,
I911929,M712523,C100835,2025-11-25 12:47:51,opened,mobile,
I911930,M712523,C100835,2025-11-25 12:50:51,clicked_link,mobile,support-shophub-check.com
I911931,M712525,C100558,2025-11-12 03:47:16,opened,mobile,
I911932,M712527,C100682,2025-11-06 17:31:44,ignored,web,
I911933,M712529,C100114,2025-11-18 14:34:54,opened,both,
I911934,M712530,C100909,2025-11-25 00:41:21,opened,web,
I911935,M712530,C100909,2025-11-25 00:43:21,clicked_link,mobile,spoof-shophub-login.com
I911936,M712531,C100624,2025-11-26 18:24:56,opened,mobile,legit_shophub.com
I911937,M712532,C100201,2025-11-13 07:23:00,opened,web,
I911938,M712533,C100351,2025-12-11 20:49:00,opened,mobile,
I911939,M712534,C100056,2025-10-30 09:15:59,ignored,web,
I911940,M712536,C100705,2025-11-23 17:25:30,opened,mobile,
I911941,M712537,C100170,2025-12-10 03:45:01,opened,mobile,
I911942,M712537,C100170,2025-12-10 03:48:01,clicked_link,web,spoof-shophub-login.com
I911943,M712538,C100391,2025-11-14 05:46:05,opened,mobile,
I911944,M712539,C100886,2025-10-30 18:35:27,opened,both,
I911945,M712540,C100279,2025-11-24 07:22:50,opened,web,
I911946,M712540,C100279,2025-11-24 07:25:50,reported_as_phish,web,
I911947,M712541,C100030,2025-12-13 17:35:26,opened,mobile,
I911948,M712541,C100030,2025-12-13 17:38:26,clicked_link,mobile,shophub-secure-verify.net
I911949,M712542,C100991,2025-10-22 15:23:56,reported_as_phish,both,
I911950,M712543,C100125,2025-11-16 14:42:28,opened,mobile,
I911951,M712544,C100727,2025-11-05 02:41:26,opened,mobile,
I911952,M712544,C100727,2025-11-05 02:44:26,clicked_link,mobile,shophub-secure-verify.net
I911953,M712545,C100050,2025-11-27 18:10:58,opened,mobile,
I911954,M712545,C100050,2025-11-27 18:10:58,clicked_link,mobile,support-shophub-check.com
I911955,M712546,C100758,2025-11-11 01:02:23,ignored,both,
I911956,M712547,C100238,2025-11-26 23:18:49,opened,mobile,
I911957,M712548,C100429,2025-12-09 04:27:47,ignored,web,
I911958,M712549,C100328,2025-11-30 14:07:05,opened,mobile,
I911959,M712550,C100298,2025-10-22 23:03:12,ignored,mobile,
I911960,M712551,C100143,2025-11-23 00:51:52,opened,mobile,
I911961,M712551,C100143,2025-11-23 00:55:52,clicked_link,web,shophub-secure-verify.net
I911962,M712551,C100143,2025-11-23 00:58:52,entered_credentials,both,spoof-shophub-login.com
I911963,M712552,C100549,2025-11-11 10:35:15,ignored,web,
I911964,M712553,C100440,2025-10-20 20:12:57,reported_as_phish,web,
I911965,M712555,C100484,2025-10-16 11:37:00,ignored,mobile,
