customer_id,country,device_type,is_prime_member,lifetime_orders,risk_segment,phish_messages,has_phishing_history,interactions_clicked_link,interactions_entered_credentials,interactions_ignored,interactions_opened,interactions_reported_as_phish,suspicious_login_events,suspicious_logins_after_phish,orders_total_value,orders_avg_value,orders_cnt,fraud_orders_after_phish,incident_count,risk_score_raw,risk_score,risk_bucket
C100378,BR,mobile,True,22,medium,15,True,1,0,4,12,2,0.0,0.0,52.98,26.49,2,0.0,0.0,7.7,19.34673366834171,low
C100379,US,web,False,5,low,20,True,1,0,6,14,0,0.0,0.0,1668.98,556.3266666666667,3,0.0,0.0,10.3,25.879396984924625,medium
C100380,US,mobile,False,34,low,24,True,2,0,6,21,2,0.0,0.0,39.98,19.99,2,0.0,1.0,17.2,43.21608040201005,high
C100381,IN,mobile,False,15,low,21,True,2,0,9,14,0,0.0,0.0,64.98,32.49,2,0.0,0.0,10.7,26.884422110552766,medium
C100382,US,web,True,15,medium,15,True,2,0,3,15,0,0.0,0.0,97.96,24.49,4,0.0,0.0,7.9,19.84924623115578,low
C100383,US,web,False,12,low,19,True,3,0,2,19,2,0.0,0.0,92.98,46.489999999999995,2,0.0,1.0,14.7,36.934673366834176,medium
C100384,DE,both,False,29,medium,16,True,2,0,3,12,3,0.0,0.0,194.96999999999997,64.99,3,0.0,1.0,13.3,33.41708542713568,medium
C100385,IN,mobile,False,11,low,18,True,1,0,6,11,2,0.0,0.0,69.98,34.99,2,0.0,1.0,14.2,35.678391959799,medium
C100386,US,mobile,False,9,low,18,True,1,0,5,12,3,0.0,0.0,19.99,19.99,1,0.0,0.0,9.1,22.864321608040203,medium
C100387,CA,mobile,True,8,low,25,True,1,0,11,13,2,0.0,0.0,249.99,249.99,1,0.0,0.0,12.6,31.658291457286435,medium
C100388,DE,mobile,True,11,medium,18,True,5,0,1,15,2,0.0,0.0,309.97,103.32333333333334,3,0.0,0.0,9.3,23.366834170854275,medium
C100389,IN,mobile,True,38,medium,15,True,0,0,3,10,2,0.0,0.0,64.98,32.49,2,0.0,0.0,7.7,19.34673366834171,low
C100390,UK,mobile,False,6,low,19,True,1,0,6,14,0,0.0,0.0,179.98000000000002,89.99000000000001,2,0.0,0.0,9.7,24.371859296482413,medium
C100391,US,web,False,36,medium,17,True,4,0,3,14,2,0.0,0.0,109.97,36.656666666666666,3,0.0,0.0,8.8,22.1105527638191,medium
C100392,UK,both,True,27,medium,23,True,5,1,8,16,3,1.0,1.0,199.98,99.99,2,1.0,2.0,32.2,80.90452261306534,critical
C100393,CA,web,False,21,medium,15,True,4,0,6,12,1,0.0,0.0,59.97,19.99,3,0.0,0.0,7.8,19.597989949748744,low
C100394,CA,mobile,True,56,medium,23,True,5,0,4,17,3,0.0,0.0,908.99,454.495,2,0.0,0.0,11.7,29.39698492462312,medium
C100395,ES,web,False,16,low,11,True,1,0,6,8,1,0.0,0.0,448.99,224.495,2,0.0,0.0,5.7,14.321608040201006,low
C100396,UK,mobile,True,41,medium,24,True,3,2,5,19,4,1.0,1.0,37.98,18.99,2,0.0,1.0,29.7,74.62311557788945,critical
C100397,UK,mobile,True,15,medium,19,True,0,0,3,17,1,0.0,0.0,12.99,12.99,1,0.0,0.0,9.6,24.12060301507538,medium
C100398,AU,both,False,19,low,22,True,0,0,7,17,1,0.0,0.0,54.98,27.49,2,0.0,0.0,11.2,28.14070351758794,medium
C100399,AU,web,True,23,medium,10,True,4,0,0,10,2,0.0,0.0,254.95,50.989999999999995,5,0.0,0.0,5.5,13.819095477386936,low
C100400,CA,mobile,False,25,low,16,True,1,0,9,9,1,0.0,0.0,47.97,15.99,3,0.0,0.0,8.3,20.854271356783922,medium
C100401,CA,web,True,42,medium,17,True,4,1,1,17,1,1.0,1.0,139.97,46.656666666666666,3,0.0,1.0,22.3,56.03015075376885,high
C100402,UK,mobile,True,7,low,18,True,0,0,6,9,3,0.0,0.0,39.99,39.99,1,0.0,0.0,9.1,22.864321608040203,medium
C100403,IN,mobile,False,18,low,22,True,3,0,5,15,3,0.0,0.0,59.98,29.99,2,0.0,0.0,11.2,28.14070351758794,medium
C100404,ES,mobile,True,22,medium,16,True,3,0,5,10,1,0.0,0.0,54.98,27.49,2,0.0,0.0,8.2,20.603015075376884,medium
C100405,UK,mobile,False,1,low,14,True,1,0,3,11,1,0.0,0.0,72.97,24.323333333333338,3,0.0,0.0,7.3,18.34170854271357,low
C100406,US,web,True,2,low,17,True,1,0,9,11,2,0.0,0.0,29.99,29.99,1,0.0,0.0,8.6,21.608040201005025,medium
C100407,CA,mobile,True,36,medium,22,True,4,1,6,16,2,1.0,1.0,199.97000000000003,66.65666666666668,3,0.0,1.0,24.8,62.311557788944725,high
C100408,MX,mobile,False,13,low,15,True,3,0,8,9,1,0.0,0.0,262.98,131.49,2,0.0,0.0,7.7,19.34673366834171,low
C100409,IN,mobile,True,6,medium,20,True,3,0,4,18,2,0.0,0.0,159.95,31.99,5,0.0,0.0,10.5,26.381909547738694,medium
C100410,FR,web,False,1,low,22,True,1,0,4,16,3,0.0,0.0,492.96,123.24,4,0.0,0.0,11.4,28.643216080402013,medium
C100411,DE,web,False,3,low,12,True,1,0,4,11,3,0.0,0.0,142.95,28.589999999999996,5,0.0,0.0,6.5,16.331658291457288,low
C100412,US,mobile,True,28,medium,18,True,2,0,6,11,2,0.0,0.0,212.96,53.24,4,0.0,0.0,9.4,23.61809045226131,medium
C100413,CA,both,True,17,medium,25,True,3,0,7,20,3,0.0,0.0,29.99,29.99,1,0.0,0.0,12.6,31.658291457286435,medium
C100414,US,web,True,24,low,24,True,1,0,7,15,4,0.0,0.0,743.98,247.99333333333337,3,0.0,0.0,12.3,30.90452261306533,medium
C100415,US,both,False,3,low,13,True,2,0,2,12,1,0.0,0.0,219.98,109.99,2,0.0,0.0,6.7,16.83417085427136,low
C100416,DE,both,False,42,medium,20,True,5,0,6,17,1,0.0,0.0,247.95,49.59,5,0.0,0.0,10.5,26.381909547738694,medium
C100417,FR,mobile,True,33,medium,18,True,3,0,1,15,4,0.0,0.0,1898.96,379.792,5,0.0,0.0,9.5,23.869346733668344,medium
C100418,US,web,False,6,low,14,True,2,0,3,10,2,0.0,0.0,1318.98,439.66,3,0.0,1.0,12.3,30.90452261306533,medium
C100419,MX,web,False,19,low,19,True,1,0,8,15,2,0.0,0.0,12.99,12.99,1,0.0,0.0,9.6,24.12060301507538,medium
C100420,BR,both,True,30,medium,16,True,2,0,2,14,2,0.0,0.0,224.96,56.24,4,0.0,0.0,8.4,21.105527638190956,medium
C100421,US,both,False,14,low,24,True,5,0,4,23,1,0.0,0.0,1499.0,1499.0,1,0.0,0.0,12.1,30.40201005025126,medium
C100422,US,mobile,True,24,low,20,True,0,0,9,12,0,0.0,0.0,284.97,94.99,3,0.0,0.0,10.3,25.879396984924625,medium
C100423,UK,web,True,10,medium,12,True,1,0,2,11,2,0.0,0.0,1084.95,180.825,6,0.0,0.0,6.6,16.582914572864322,low
C100424,UK,web,True,5,low,26,True,1,0,5,17,3,0.0,0.0,64.98,32.49,2,0.0,0.0,13.2,33.165829145728644,medium
C100425,FR,mobile,False,17,low,22,True,2,0,2,20,3,0.0,0.0,49.99,49.99,1,0.0,1.0,16.1,40.45226130653267,high
C100426,US,both,False,9,low,16,True,2,0,2,14,3,0.0,0.0,89.98,44.99,2,0.0,0.0,8.2,20.603015075376884,medium
C100427,US,web,True,33,medium,15,True,0,0,5,11,2,0.0,0.0,282.96000000000004,70.74000000000001,4,0.0,0.0,7.9,19.84924623115578,low
C100428,US,mobile,True,20,medium,18,True,2,0,5,11,3,0.0,0.0,164.95,32.989999999999995,5,0.0,0.0,9.5,23.869346733668344,medium
C100429,DE,both,True,59,medium,15,True,3,0,3,13,3,0.0,0.0,37.98,18.99,2,0.0,0.0,7.7,19.34673366834171,low
C100430,US,mobile,True,62,medium,18,True,4,0,2,18,2,0.0,0.0,389.9500000000001,77.99000000000001,5,0.0,0.0,9.5,23.869346733668344,medium
C100431,AU,both,False,20,low,25,True,0,0,7,20,3,0.0,0.0,29.99,29.99,1,0.0,0.0,12.6,31.658291457286435,medium
C100432,IN,mobile,True,17,low,19,True,1,0,4,15,2,0.0,0.0,79.99,79.99,1,0.0,0.0,9.6,24.12060301507538,medium
C100433,CA,mobile,False,7,low,15,True,1,0,1,12,4,0.0,0.0,112.96,28.24,4,0.0,0.0,7.9,19.84924623115578,low
C100434,IN,mobile,False,21,low,15,True,2,1,5,11,1,0.0,0.0,294.97,98.32333333333334,3,0.0,0.0,11.8,29.648241206030153,medium
C100435,US,web,True,55,high,15,True,4,0,5,10,2,0.0,0.0,282.93,40.41857142857143,7,0.0,0.0,8.2,20.603015075376884,medium
C100436,US,web,True,48,medium,13,True,0,0,3,16,3,0.0,0.0,379.96,94.99,4,0.0,0.0,6.9,17.33668341708543,low
C100437,US,both,True,50,high,16,True,5,1,3,14,1,1.0,1.0,419.94,69.99,6,0.0,1.0,22.1,55.527638190954775,high
C100438,UK,mobile,True,31,medium,19,True,3,0,6,14,3,0.0,0.0,80.96,20.24,4,0.0,0.0,9.9,24.874371859296485,medium
C100439,FR,both,True,50,high,26,True,1,0,2,18,5,0.0,0.0,214.95,42.989999999999995,5,0.0,0.0,13.5,33.91959798994975,medium
C100440,US,both,False,17,low,19,True,3,1,2,14,2,1.0,1.0,299.98,149.99,2,0.0,1.0,23.2,58.29145728643216,high
C100441,US,mobile,True,25,medium,14,True,1,0,2,8,2,0.0,0.0,159.98,79.99,2,0.0,0.0,7.2,18.090452261306535,low
C100442,US,mobile,True,49,medium,22,True,4,1,2,22,3,1.0,1.0,504.9500000000001,100.99,5,1.0,2.0,32.0,80.40201005025126,critical
C100443,US,mobile,False,31,low,21,True,1,0,2,20,2,0.0,0.0,309.97,103.32333333333334,3,0.0,0.0,10.8,27.1356783919598,medium
C100444,UK,mobile,False,3,low,15,True,3,0,7,10,0,0.0,0.0,32.98,16.49,2,0.0,0.0,7.7,19.34673366834171,low
C100445,US,mobile,True,14,low,15,True,4,1,6,11,0,1.0,1.0,139.97,46.656666666666666,3,0.0,1.0,21.3,53.517587939698494,high
C100446,US,mobile,True,53,medium,22,True,6,0,1,23,2,0.0,0.0,424.98,141.66,3,0.0,1.0,16.3,40.95477386934674,high
C100447,BR,both,False,18,low,16,True,0,0,4,10,3,0.0,0.0,154.98000000000002,77.49000000000001,2,0.0,0.0,8.2,20.603015075376884,medium
C100448,IN,mobile,False,19,low,11,True,1,1,3,6,1,1.0,1.0,1538.98,512.9933333333333,3,1.0,2.0,26.3,66.08040201005025,high
C100449,US,web,False,4,low,21,True,5,0,3,14,5,0.0,0.0,92.97,30.99,3,0.0,0.0,10.8,27.1356783919598,medium
C100450,IN,both,False,17,medium,22,True,3,0,3,19,5,0.0,0.0,349.95000000000005,69.99000000000001,5,0.0,0.0,11.5,28.894472361809047,medium
C100451,FR,web,False,15,low,14,True,0,0,6,12,0,0.0,0.0,24.99,24.99,1,0.0,0.0,7.1,17.8391959798995,low
C100452,ES,web,True,59,medium,16,True,3,0,3,16,0,0.0,0.0,1447.99,482.66333333333336,3,0.0,1.0,13.3,33.41708542713568,medium
C100453,US,web,False,8,low,23,True,3,0,5,17,3,0.0,0.0,99.98,49.99,2,0.0,0.0,11.7,29.39698492462312,medium
C100454,DE,mobile,True,40,medium,27,True,7,0,2,18,4,0.0,0.0,159.98000000000002,79.99000000000001,2,0.0,0.0,13.7,34.42211055276382,medium
C100455,US,mobile,True,21,medium,18,True,2,0,3,13,2,0.0,0.0,309.93,44.27571428571429,7,0.0,0.0,9.7,24.371859296482413,medium
C100456,CA,web,False,27,low,20,True,2,0,6,14,1,0.0,0.0,99.98,49.989999999999995,2,0.0,0.0,10.2,25.628140703517587,medium
C100457,US,mobile,False,40,medium,18,True,2,1,1,19,2,1.0,1.0,304.96,76.24,4,1.0,2.0,29.9,75.12562814070353,critical
C100458,AU,mobile,True,44,medium,14,True,2,0,5,10,0,0.0,0.0,109.97,36.656666666666666,3,0.0,0.0,7.3,18.34170854271357,low
C100459,ES,mobile,False,8,low,20,True,1,0,5,13,0,0.0,0.0,1328.99,664.495,2,0.0,0.0,10.2,25.628140703517587,medium
C100460,CA,web,False,15,low,16,True,4,0,5,15,4,0.0,0.0,54.98,27.49,2,0.0,0.0,8.2,20.603015075376884,medium
C100461,MX,web,False,14,low,14,True,0,0,4,9,2,0.0,0.0,289.98,144.99,2,0.0,0.0,7.2,18.090452261306535,low
C100462,DE,web,True,32,medium,16,True,5,1,2,11,5,0.0,0.0,304.94,50.82333333333333,6,0.0,0.0,12.6,31.658291457286435,medium
C100463,MX,mobile,False,12,low,19,True,0,0,5,14,2,0.0,0.0,149.97,49.99,3,0.0,0.0,9.8,24.62311557788945,medium
C100464,IN,mobile,False,20,low,15,True,2,0,2,16,2,0.0,0.0,39.99,39.99,1,0.0,0.0,7.6,19.095477386934675,low
C100465,ES,both,True,13,medium,22,True,3,1,4,18,3,0.0,0.0,129.97,43.32333333333333,3,0.0,0.0,15.3,38.44221105527638,medium
C100466,US,both,True,42,medium,24,True,4,0,3,18,4,0.0,0.0,29.99,29.99,1,0.0,0.0,12.1,30.40201005025126,medium
C100467,US,both,True,40,medium,17,True,3,0,4,14,1,0.0,0.0,442.9500000000001,88.59,5,0.0,1.0,14.0,35.175879396984925,medium
C100468,FR,mobile,True,35,medium,22,True,1,0,6,19,1,0.0,0.0,42.97,14.323333333333332,3,0.0,0.0,11.3,28.39195979899498,medium
C100469,IN,both,False,31,medium,17,True,2,0,3,14,2,0.0,0.0,37.98,18.99,2,0.0,0.0,8.7,21.85929648241206,medium
C100470,CA,both,False,19,medium,21,True,5,1,8,15,1,1.0,1.0,272.97,90.99,3,0.0,1.0,24.3,61.05527638190955,high
C100471,US,web,False,4,low,22,True,1,0,6,13,6,0.0,0.0,119.98,59.989999999999995,2,0.0,0.0,11.2,28.14070351758794,medium
C100472,BR,both,True,24,medium,20,True,2,0,5,15,1,0.0,0.0,129.95999999999998,32.489999999999995,4,0.0,0.0,10.4,26.13065326633166,medium
C100473,UK,web,True,11,medium,19,True,1,0,5,13,3,0.0,0.0,748.99,374.495,2,0.0,0.0,9.7,24.371859296482413,medium
C100474,US,mobile,True,14,low,20,True,1,0,6,9,2,0.0,0.0,24.99,24.99,1,0.0,0.0,10.1,25.376884422110553,medium
C100475,ES,web,False,29,low,19,True,2,0,2,15,4,0.0,0.0,44.98,22.49,2,0.0,0.0,9.7,24.371859296482413,medium
C100476,ES,mobile,True,20,low,15,True,1,0,4,13,2,0.0,0.0,79.99,79.99,1,0.0,0.0,7.6,19.095477386934675,low
C100477,UK,web,True,20,low,30,True,0,0,9,19,5,0.0,0.0,19.99,19.99,1,0.0,0.0,15.1,37.93969849246231,medium
C100478,IN,mobile,True,31,medium,21,True,4,0,5,17,4,0.0,0.0,219.95,43.989999999999995,5,0.0,1.0,16.0,40.20100502512563,high
C100479,US,mobile,False,7,low,16,True,2,0,8,8,2,0.0,0.0,109.97,36.656666666666666,3,0.0,0.0,8.3,20.854271356783922,medium
C100480,US,web,True,40,medium,13,True,1,0,2,11,1,0.0,0.0,9.99,9.99,1,0.0,0.0,6.6,16.582914572864322,low
C100481,US,both,False,38,medium,20,True,3,0,3,16,2,0.0,0.0,94.97,31.656666666666663,3,0.0,0.0,10.3,25.879396984924625,medium
C100482,CA,mobile,True,9,medium,15,True,2,0,3,9,0,0.0,0.0,34.98,17.49,2,0.0,1.0,12.7,31.90954773869347,medium
C100483,AU,mobile,False,22,low,24,True,1,0,7,13,0,0.0,0.0,279.96,69.99,4,0.0,0.0,12.4,31.155778894472363,medium
C100484,IN,mobile,False,10,low,23,True,3,1,9,17,2,0.0,0.0,908.99,454.495,2,0.0,0.0,15.7,39.447236180904525,medium
C100485,IN,mobile,False,18,low,18,True,1,0,6,12,2,0.0,0.0,59.98,29.99,2,0.0,0.0,9.2,23.115577889447234,medium
C100486,US,mobile,False,19,low,14,True,0,0,5,9,0,0.0,0.0,379.96,94.99,4,0.0,0.0,7.4,18.592964824120603,low
C100487,US,mobile,True,19,medium,15,True,1,0,4,8,5,0.0,0.0,119.95,23.99,5,0.0,0.0,8.0,20.100502512562816,medium
C100488,FR,mobile,True,30,medium,15,True,2,1,0,14,2,1.0,1.0,649.94,108.32333333333334,6,0.0,1.0,21.6,54.2713567839196,high
C100489,US,web,False,6,low,19,True,0,0,8,10,2,0.0,0.0,29.99,29.99,1,0.0,0.0,9.6,24.12060301507538,medium
C100490,US,mobile,False,35,medium,17,True,3,0,5,16,1,0.0,0.0,269.97,89.99000000000001,3,0.0,0.0,8.8,22.1105527638191,medium
C100491,IN,web,False,16,low,17,True,2,0,4,9,6,0.0,0.0,124.97,41.656666666666666,3,0.0,0.0,8.8,22.1105527638191,medium
C100492,MX,web,False,13,low,15,True,3,0,4,13,1,0.0,0.0,62.97,20.99,3,0.0,0.0,7.8,19.597989949748744,low
C100493,MX,mobile,False,10,low,24,True,5,0,5,24,3,0.0,0.0,179.97000000000003,59.99000000000001,3,0.0,0.0,12.3,30.90452261306533,medium
C100494,IN,both,True,48,high,20,True,6,1,2,17,1,1.0,1.0,1308.94,186.99142857142857,7,0.0,1.0,24.2,60.80402010050252,high
C100495,US,mobile,False,8,low,20,True,2,0,3,16,0,0.0,0.0,62.98,31.49,2,0.0,0.0,10.2,25.628140703517587,medium
C100496,DE,mobile,True,38,medium,13,True,4,0,2,13,0,0.0,0.0,189.98,94.99,2,0.0,0.0,6.7,16.83417085427136,low
C100497,AU,mobile,False,15,low,23,True,0,0,10,13,2,0.0,0.0,99.99,99.99,1,0.0,0.0,11.6,29.14572864321608,medium
C100498,CA,web,True,23,medium,15,True,2,0,3,9,4,0.0,0.0,59.98,29.99,2,0.0,0.0,7.7,19.34673366834171,low
C100499,BR,mobile,False,22,medium,23,True,4,2,4,16,1,1.0,1.0,1136.96,227.392,5,1.0,2.0,36.5,91.70854271356785,critical
C100500,MX,both,False,35,medium,15,True,4,0,2,12,1,0.0,0.0,379.97,126.65666666666668,3,0.0,0.0,7.8,19.597989949748744,low
C100501,IN,both,False,18,low,21,True,1,0,3,14,6,0.0,0.0,39.99,39.99,1,0.0,0.0,10.6,26.63316582914573,medium
C100502,US,web,True,25,medium,18,True,5,0,2,13,3,0.0,0.0,22.98,11.49,2,0.0,0.0,9.2,23.115577889447234,medium
C100503,AU,mobile,True,17,medium,14,True,2,0,4,9,1,0.0,0.0,439.97,146.65666666666667,3,0.0,1.0,12.3,30.90452261306533,medium
C100504,FR,web,False,37,medium,18,True,4,1,5,15,1,1.0,1.0,768.98,256.32666666666665,3,1.0,2.0,29.8,74.87437185929649,critical
C100505,DE,web,True,21,medium,18,True,4,0,3,17,0,0.0,0.0,217.96,54.49,4,0.0,0.0,9.4,23.61809045226131,medium
C100506,BR,mobile,False,9,low,19,True,1,0,5,13,5,0.0,0.0,39.99,39.99,1,0.0,0.0,9.6,24.12060301507538,medium
C100507,UK,mobile,False,15,low,24,True,4,1,6,17,5,1.0,1.0,89.97999999999999,44.989999999999995,2,0.0,1.0,25.7,64.57286432160805,high
C100508,US,web,False,11,low,16,True,0,0,5,9,5,0.0,0.0,159.97,53.32333333333333,3,0.0,0.0,8.3,20.854271356783922,medium
C100509,CA,web,False,4,low,27,True,3,0,7,19,3,0.0,0.0,179.96999999999997,59.98999999999999,3,0.0,0.0,13.8,34.67336683417086,medium
C100510,MX,both,True,11,medium,18,True,2,1,4,9,4,1.0,1.0,54.98,27.49,2,0.0,1.0,22.7,57.03517587939699,high
C100511,US,mobile,False,21,low,14,True,0,0,2,12,4,0.0,0.0,89.98,44.99,2,0.0,0.0,7.2,18.090452261306535,low
C100512,US,web,True,16,medium,22,True,4,0,5,17,2,0.0,0.0,199.98,99.99,2,0.0,0.0,11.2,28.14070351758794,medium
C100513,US,mobile,True,39,medium,23,True,4,1,2,22,3,1.0,1.0,558.97,139.7425,4,1.0,2.0,32.4,81.4070351758794,critical
C100514,US,mobile,True,29,medium,18,True,2,0,2,16,3,0.0,0.0,269.96000000000004,67.49000000000001,4,0.0,0.0,9.4,23.61809045226131,medium
C100515,US,web,False,23,low,23,True,2,0,5,16,3,0.0,0.0,49.98,24.99,2,0.0,0.0,11.7,29.39698492462312,medium
C100516,DE,mobile,True,12,low,24,True,4,0,6,18,1,0.0,0.0,129.99,129.99,1,0.0,0.0,12.1,30.40201005025126,medium
C100517,US,both,False,27,medium,22,True,4,0,5,18,3,0.0,0.0,242.97000000000003,80.99000000000001,3,0.0,0.0,11.3,28.39195979899498,medium
C100518,US,both,False,16,low,15,True,2,0,4,9,0,0.0,0.0,948.98,316.32666666666665,3,0.0,0.0,7.8,19.597989949748744,low
C100519,BR,mobile,False,3,low,26,True,3,2,9,16,3,1.0,1.0,9.99,9.99,1,0.0,1.0,30.6,76.88442211055276,critical
C100520,MX,web,False,19,medium,16,True,2,1,3,16,2,0.0,0.0,399.96,99.99,4,0.0,0.0,12.4,31.155778894472363,medium
C100521,IN,web,False,22,low,27,True,4,0,11,17,2,0.0,0.0,49.98,24.99,2,0.0,0.0,13.7,34.42211055276382,medium
C100522,IN,web,False,4,low,12,True,1,0,5,5,1,0.0,0.0,129.99,129.99,1,0.0,0.0,6.1,15.326633165829147,low
C100523,US,mobile,False,19,low,22,True,1,0,4,12,6,0.0,0.0,119.98,59.989999999999995,2,0.0,0.0,11.2,28.14070351758794,medium
C100524,CA,web,True,12,low,18,True,2,0,3,15,1,0.0,0.0,239.97000000000003,79.99000000000001,3,0.0,0.0,9.3,23.366834170854275,medium
C100525,IN,mobile,True,47,medium,23,True,2,0,4,20,3,0.0,0.0,135.95999999999998,33.989999999999995,4,0.0,0.0,11.9,29.899497487437188,medium
C100526,US,mobile,True,23,medium,19,True,1,0,5,13,5,0.0,0.0,39.98,19.99,2,0.0,0.0,9.7,24.371859296482413,medium
C100527,US,both,False,29,medium,20,True,2,0,4,15,4,0.0,0.0,39.97,13.323333333333332,3,0.0,0.0,10.3,25.879396984924625,medium
C100528,CA,web,False,39,medium,15,True,3,2,2,12,0,1.0,1.0,89.97,29.99,3,0.0,1.0,25.3,63.56783919597991,high
C100529,IN,mobile,True,23,medium,19,True,4,0,3,14,1,0.0,0.0,149.96,37.49,4,0.0,0.0,9.9,24.874371859296485,medium
C100530,CA,mobile,True,7,low,20,True,2,0,4,17,2,0.0,0.0,37.98,18.99,2,0.0,0.0,10.2,25.628140703517587,medium
C100531,BR,both,True,6,low,16,True,2,0,2,15,1,0.0,0.0,9.99,9.99,1,0.0,0.0,8.1,20.35175879396985,medium
C100532,MX,both,False,9,low,22,True,0,0,4,22,3,0.0,0.0,9.99,9.99,1,0.0,0.0,11.1,27.889447236180906,medium
C100533,CA,mobile,False,25,low,23,True,2,0,7,18,2,0.0,0.0,219.98,109.99,2,0.0,0.0,11.7,29.39698492462312,medium
C100534,US,web,True,4,low,24,True,1,0,9,14,3,0.0,0.0,169.98000000000002,84.99000000000001,2,0.0,0.0,12.2,30.653266331658294,medium
C100535,US,both,False,39,medium,20,True,2,1,6,20,3,1.0,1.0,182.95,36.59,5,0.0,1.0,24.0,60.301507537688444,high
C100536,ES,both,True,22,low,19,True,3,0,2,19,1,0.0,0.0,239.97000000000003,79.99000000000001,3,0.0,0.0,9.8,24.62311557788945,medium
C100537,US,web,True,49,medium,18,True,4,1,5,15,2,1.0,1.0,119.96,29.99,4,0.0,1.0,22.9,57.537688442211056,high
C100538,BR,web,True,35,medium,24,True,0,0,3,17,3,0.0,0.0,938.99,469.495,2,0.0,0.0,12.2,30.653266331658294,medium
C100539,BR,mobile,False,28,medium,19,True,1,0,4,13,1,0.0,0.0,149.98,74.99,2,0.0,1.0,14.7,36.934673366834176,medium
C100540,US,both,True,31,medium,19,True,1,0,2,18,4,0.0,0.0,239.98,119.99,2,0.0,0.0,9.7,24.371859296482413,medium
C100541,US,mobile,True,58,medium,15,True,3,0,3,13,0,0.0,0.0,1798.96,359.79200000000003,5,0.0,0.0,8.0,20.100502512562816,medium
C100542,US,web,True,40,medium,25,True,3,0,3,23,3,0.0,0.0,49.98,24.99,2,0.0,0.0,12.7,31.90954773869347,medium
C100543,US,web,False,2,low,23,True,3,0,6,18,3,0.0,0.0,94.97,31.656666666666663,3,0.0,0.0,11.8,29.648241206030153,medium
C100544,BR,both,True,13,medium,22,True,4,1,4,17,1,1.0,1.0,149.97,49.99,3,0.0,1.0,24.8,62.311557788944725,high
C100545,UK,both,True,10,medium,15,True,3,0,4,13,5,0.0,0.0,179.97000000000003,59.99000000000001,3,0.0,0.0,7.8,19.597989949748744,low
C100546,US,both,True,27,medium,17,True,2,0,5,15,0,0.0,0.0,179.98000000000002,89.99000000000001,2,0.0,1.0,13.7,34.42211055276382,medium
C100547,CA,mobile,False,27,medium,19,True,4,0,6,13,1,0.0,0.0,691.98,230.66,3,0.0,0.0,9.8,24.62311557788945,medium
C100548,US,mobile,False,33,medium,28,True,2,0,3,19,3,0.0,0.0,174.98000000000002,87.49000000000001,2,0.0,0.0,14.2,35.678391959799,medium
C100549,IN,mobile,False,16,low,23,True,0,0,9,12,3,0.0,0.0,469.97,156.65666666666667,3,0.0,0.0,11.8,29.648241206030153,medium
C100550,ES,mobile,True,6,low,10,True,1,0,3,7,1,0.0,0.0,9.99,9.99,1,0.0,0.0,5.1,12.814070351758794,low
C100551,MX,mobile,True,21,medium,22,True,7,0,3,18,3,0.0,0.0,272.96000000000004,68.24000000000001,4,0.0,0.0,11.4,28.643216080402013,medium
C100552,AU,mobile,False,5,low,13,True,1,0,0,11,3,0.0,0.0,12.99,12.99,1,0.0,0.0,6.6,16.582914572864322,low
C100553,US,both,True,25,medium,21,True,2,0,4,16,4,0.0,0.0,379.97,126.65666666666668,3,0.0,0.0,10.8,27.1356783919598,medium
C100554,IN,mobile,True,21,medium,22,True,4,0,8,15,2,0.0,0.0,109.98,54.989999999999995,2,0.0,0.0,11.2,28.14070351758794,medium
C100555,AU,both,True,19,medium,19,True,2,0,3,16,5,0.0,0.0,42.98,21.49,2,0.0,0.0,9.7,24.371859296482413,medium
C100556,CA,web,False,4,low,20,True,3,0,5,14,0,0.0,0.0,42.98,21.49,2,0.0,0.0,10.2,25.628140703517587,medium
C100557,US,mobile,False,7,low,17,True,1,0,5,14,3,0.0,0.0,147.95999999999998,36.989999999999995,4,0.0,0.0,8.9,22.36180904522613,medium
C100558,US,mobile,False,27,medium,20,True,3,0,6,14,2,0.0,0.0,219.98,109.99,2,0.0,0.0,10.2,25.628140703517587,medium
C100559,US,mobile,False,15,low,17,True,2,0,8,11,3,0.0,0.0,1228.99,614.495,2,0.0,0.0,8.7,21.85929648241206,medium
C100560,DE,mobile,True,51,medium,25,True,5,2,8,12,1,1.0,1.0,192.96,48.24,4,0.0,1.0,30.4,76.3819095477387,critical
C100561,IN,web,True,5,low,19,True,2,0,5,16,1,0.0,0.0,32.98,16.49,2,0.0,0.0,9.7,24.371859296482413,medium
C100562,US,web,True,40,medium,16,True,2,0,3,14,5,0.0,0.0,29.97,9.99,3,0.0,0.0,8.3,20.854271356783922,medium
C100563,DE,mobile,False,17,low,13,True,0,0,3,10,3,0.0,0.0,24.99,24.99,1,0.0,0.0,6.6,16.582914572864322,low
C100564,US,mobile,True,8,low,20,True,3,0,8,11,4,0.0,0.0,239.98,119.99,2,0.0,0.0,10.2,25.628140703517587,medium
C100565,US,mobile,True,48,medium,20,True,3,1,4,19,0,1.0,1.0,174.97,58.32333333333333,3,1.0,2.0,30.8,77.38693467336684,critical
C100566,US,web,True,43,medium,14,True,2,0,3,7,3,0.0,0.0,259.97,86.65666666666668,3,0.0,0.0,7.3,18.34170854271357,low
